"Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EmployeeCount","EmployeeNumber","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","Over18","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","NotWorkingYears","YearsAtOtherCompanies","HazardRatio_CoxPH","Hazard_RSF_Current","Hazard_RSF_0","Hazard_RSF_1","Hazard_RSF_2","Hazard_RSF_3","Hazard_RSF_4","Hazard_RSF_5","Hazard_RSF_in_5_Years","Hazard_RSF_6"
34,FALSE,"Travel_Rarely",121,"Research & Development",2,4,"Medical",1,804,3,"Female",86,2,1,"Research Scientist",1,"Single",4381,7530,1,TRUE,FALSE,11,3,3,80,0,6,3,3,6,5,1,3,28,0,7.4204632142243,0.00229059920589156,0.00229059920589156,0.00229059920589156,0.010773935752386,0.105752465326938,0.110408683077196,0.125640446197117,0.125640446197117,0.271925883798731
35,FALSE,"Travel_Rarely",384,"Sales",8,4,"Life Sciences",1,805,1,"Female",72,3,1,"Sales Representative",4,"Married",2572,20317,1,TRUE,FALSE,16,3,2,80,1,3,1,2,3,2,0,2,32,0,13.0779942822721,0.00784931455489926,0.00784931455489926,0.00784931455489926,0.102811969847049,0.181965706066484,0.283020587416644,0.34759973865756,0.34759973865756,0.391817992625814
30,FALSE,"Travel_Rarely",921,"Research & Development",1,3,"Life Sciences",1,806,4,"Male",38,1,1,"Laboratory Technician",3,"Married",3833,24375,3,TRUE,FALSE,21,4,3,80,2,7,2,3,2,2,0,2,23,5,5.54946118254275,0,0,0,0.00250882376361916,0.0170766088770564,0.0177016088770564,0.0251299305553781,0.0251299305553781,0.0319239045552345
40,FALSE,"Travel_Frequently",791,"Research & Development",2,2,"Medical",1,807,3,"Female",38,4,2,"Healthcare Representative",2,"Married",4244,9931,1,TRUE,FALSE,24,4,4,80,1,8,2,3,8,7,3,7,32,0,1.15229827607796,0,0,0,0.00185446906035141,0.00225446906035141,0.00454639452618992,0.0055225850023804,0.0055225850023804,0.00949816497796037
34,FALSE,"Travel_Rarely",1111,"Sales",8,2,"Life Sciences",1,808,3,"Female",93,3,2,"Sales Executive",1,"Married",6500,13305,5,TRUE,FALSE,17,3,2,80,1,6,1,3,3,2,1,2,28,3,2.89663413104851,0,0,0,0,0,0,0.00164502164502164,0.00164502164502164,0.00164502164502164
42,FALSE,"Travel_Frequently",570,"Research & Development",8,3,"Life Sciences",1,809,2,"Male",66,3,5,"Manager",4,"Divorced",18430,16225,1,TRUE,FALSE,13,3,2,80,1,24,4,2,24,7,14,9,18,0,0.287912433444168,0,0,0,0,0,0,0,0,0.00200799200799201
23,TRUE,"Travel_Rarely",1243,"Research & Development",6,3,"Life Sciences",1,811,3,"Male",63,4,1,"Laboratory Technician",1,"Married",1601,3445,1,TRUE,TRUE,21,4,3,80,2,1,2,3,0,0,0,0,22,1,16.8655066916889,0.157769785586521,0.157769785586521,0.157769785586521,0.41866242100495,0.463245329711311,0.589717497851049,0.644246912880464,0.644246912880464,0.765331730840282
24,FALSE,"Non-Travel",1092,"Research & Development",9,3,"Life Sciences",1,812,3,"Male",60,2,1,"Laboratory Technician",2,"Divorced",2694,26551,1,TRUE,FALSE,11,3,3,80,3,1,4,3,1,0,0,0,23,0,4.08698227678898,0.00094017094017094,0.00094017094017094,0.00094017094017094,0.0185382067610328,0.0300521407738799,0.0308854741072132,0.0556539776624815,0.0556539776624815,0.0564232084317123
52,FALSE,"Travel_Rarely",1325,"Research & Development",11,4,"Life Sciences",1,813,4,"Female",82,3,2,"Laboratory Technician",3,"Married",3149,21821,8,TRUE,FALSE,20,4,2,80,1,9,3,3,5,2,1,4,43,4,6.35956746097491,0,0,0,0.00417633477633478,0.00503088023088023,0.00503088023088023,0.0074858648597779,0.0074858648597779,0.00984333092312632
50,FALSE,"Travel_Rarely",691,"Research & Development",2,3,"Medical",1,815,3,"Male",64,3,4,"Research Director",3,"Married",17639,6881,5,TRUE,FALSE,16,3,4,80,0,30,3,3,4,3,0,3,20,26,0.208929023019521,0,0,0,0.000588235294117647,0.000588235294117647,0.000588235294117647,0.000588235294117647,0.000588235294117647,0.000588235294117647
29,TRUE,"Travel_Rarely",805,"Research & Development",1,2,"Life Sciences",1,816,2,"Female",36,2,1,"Laboratory Technician",1,"Married",2319,6689,1,TRUE,TRUE,11,3,4,80,1,1,1,3,1,0,0,0,28,0,19.327521004512,0.0345630981652819,0.0345630981652819,0.0345630981652819,0.213590416450227,0.30446656171692,0.47912484860547,0.560648916041302,0.560648916041302,0.761296726564112
33,FALSE,"Travel_Rarely",213,"Research & Development",7,3,"Medical",1,817,3,"Male",49,3,3,"Research Director",3,"Married",11691,25995,0,TRUE,FALSE,11,3,4,80,0,14,3,4,13,9,3,7,19,1,0.208929023019521,0,0,0,0.000769230769230769,0.000769230769230769,0.00201465201465201,0.00587430113745903,0.00587430113745903,0.0066435319066898
33,TRUE,"Travel_Rarely",118,"Sales",16,3,"Marketing",1,819,1,"Female",69,3,2,"Sales Executive",1,"Single",5324,26507,5,TRUE,FALSE,15,3,3,80,0,6,3,3,3,2,0,2,27,3,6.43556510954931,0.0349648603710835,0.0349648603710835,0.0349648603710835,0.0662777874163981,0.11291578063794,0.1734207846489,0.266176392130514,0.266176392130514,0.325714273366925
47,FALSE,"Travel_Rarely",202,"Research & Development",2,2,"Other",1,820,3,"Female",33,3,4,"Manager",4,"Married",16752,12982,1,TRUE,TRUE,11,3,3,80,1,26,3,2,26,14,3,0,21,0,1.03676493060099,0,0,0,0.00161519795657727,0.00300236151765387,0.00529893014510485,0.00752459233980729,0.00752459233980729,0.0206463617662947
36,FALSE,"Travel_Rarely",676,"Research & Development",1,3,"Other",1,823,3,"Female",35,3,2,"Manufacturing Director",2,"Married",5228,23361,0,TRUE,FALSE,15,3,1,80,1,10,2,3,9,7,0,5,26,1,1.09935097849903,0,0,0,0.00174542124542125,0.00174542124542125,0.00174542124542125,0.00224542124542125,0.00224542124542125,0.01492922763511
29,FALSE,"Travel_Rarely",1252,"Research & Development",23,2,"Life Sciences",1,824,3,"Male",81,4,1,"Research Scientist",3,"Married",2700,23779,1,TRUE,FALSE,24,4,3,80,1,10,3,3,10,7,0,7,19,0,3.33993466752718,0.00101010101010101,0.00101010101010101,0.00101010101010101,0.00495261682761683,0.00766095016095016,0.00766095016095016,0.00891095016095016,0.00891095016095016,0.0101609501609502
58,TRUE,"Travel_Rarely",286,"Research & Development",2,4,"Life Sciences",1,825,4,"Male",31,3,5,"Research Director",2,"Single",19246,25761,7,TRUE,TRUE,12,3,4,80,0,40,2,3,31,15,13,8,18,9,1.23101581654804,0.000384615384615385,0.000384615384615385,0.000384615384615385,0.00435422952109586,0.00684879473848716,0.00684879473848716,0.00684879473848716,0.00684879473848716,0.0208033065859523
35,FALSE,"Travel_Rarely",1258,"Research & Development",1,4,"Life Sciences",1,826,4,"Female",40,4,1,"Research Scientist",3,"Single",2506,13301,3,TRUE,FALSE,13,3,3,80,0,7,0,3,2,2,2,2,28,5,7.4204632142243,0.00805994321582557,0.00805994321582557,0.00805994321582557,0.0672924809018126,0.0759031088359699,0.0764294246254436,0.0942225342935532,0.0942225342935532,0.110174304745324
42,FALSE,"Travel_Rarely",932,"Research & Development",1,2,"Life Sciences",1,827,4,"Female",43,2,2,"Manufacturing Director",4,"Married",6062,4051,9,TRUE,TRUE,13,3,4,80,1,8,4,3,4,3,0,2,34,4,3.34106513668675,0.00117816091954023,0.00117816091954023,0.00117816091954023,0.0030970625798212,0.0088671831415499,0.0172324624866246,0.0270778702738988,0.0270778702738988,0.0344389566849078
28,TRUE,"Travel_Rarely",890,"Research & Development",2,4,"Medical",1,828,3,"Male",46,3,1,"Research Scientist",3,"Single",4382,16374,6,TRUE,FALSE,17,3,4,80,0,5,3,2,2,2,2,1,23,3,7.4204632142243,0.00444511136040371,0.00444511136040372,0.00444511136040372,0.016758859685136,0.140186278083806,0.146390114881683,0.159058385938112,0.159058385938112,0.275573677019579
36,FALSE,"Travel_Rarely",1041,"Human Resources",13,3,"Human Resources",1,829,3,"Male",36,3,1,"Human Resources",2,"Married",2143,25527,4,TRUE,FALSE,13,3,2,80,1,8,2,3,5,2,0,4,28,3,6.22055389154317,0.00114998056527292,0.00114998056527292,0.00114998056527292,0.0424676520005914,0.0526674228374332,0.0606598470798574,0.0687828629528733,0.0687828629528733,0.0758661962862066
32,FALSE,"Travel_Rarely",859,"Research & Development",4,3,"Life Sciences",1,830,3,"Female",98,2,2,"Manufacturing Director",3,"Married",6162,19124,1,TRUE,FALSE,12,3,3,80,1,14,3,3,14,13,6,8,18,0,1.09935097849903,0,0,0,0.000952380952380952,0.000952380952380952,0.000952380952380952,0.000952380952380952,0.000952380952380952,0.0055421702480526
40,FALSE,"Travel_Frequently",720,"Research & Development",16,4,"Medical",1,832,1,"Male",51,2,2,"Laboratory Technician",3,"Single",5094,11983,6,TRUE,FALSE,14,3,4,80,0,10,6,3,1,0,0,0,30,9,14.1292992528747,0.0209265575858902,0.0209265575858902,0.0209265575858902,0.0611209135303287,0.0809080423200117,0.112319622526871,0.208112643044888,0.208112643044888,0.244574804249696
30,FALSE,"Travel_Rarely",946,"Research & Development",2,3,"Medical",1,833,3,"Female",52,2,2,"Manufacturing Director",4,"Single",6877,20234,5,TRUE,TRUE,24,4,2,80,0,12,4,2,0,0,0,0,18,12,7.42297482168029,0.00898957969538929,0.00898957969538929,0.00898957969538929,0.0272341127291277,0.050577343645078,0.0519485557662901,0.0636914001962054,0.0636914001962054,0.0676706888813765
45,FALSE,"Travel_Rarely",252,"Research & Development",2,3,"Life Sciences",1,834,2,"Female",95,2,1,"Research Scientist",3,"Single",2274,6153,1,TRUE,FALSE,14,3,4,80,0,1,3,3,1,0,0,0,44,0,7.4204632142243,0.00770302976078838,0.00770302976078838,0.00770302976078838,0.0365984523480773,0.041265119014744,0.0477130034316686,0.0618614840360316,0.0618614840360316,0.0639448173693649
38,FALSE,"Travel_Frequently",471,"Research & Development",12,3,"Life Sciences",1,837,1,"Male",45,2,2,"Healthcare Representative",1,"Divorced",6288,4284,2,TRUE,FALSE,15,3,3,80,1,13,3,2,4,3,1,2,25,9,0.972508955468153,0.000454545454545455,0.000454545454545455,0.000454545454545455,0.018501453881703,0.0236453692256183,0.0247763216065707,0.0276955135257627,0.0276955135257627,0.0276955135257627
34,FALSE,"Travel_Frequently",702,"Research & Development",16,4,"Life Sciences",1,838,3,"Female",100,2,1,"Research Scientist",4,"Single",2553,8306,1,TRUE,FALSE,16,3,3,80,0,6,3,3,5,2,1,3,28,1,7.4204632142243,0.0180736005493125,0.0180736005493125,0.0180736005493125,0.0644542476393686,0.0771009952845683,0.0771009952845683,0.101691724000297,0.101691724000297,0.121115106173679
49,TRUE,"Travel_Rarely",1184,"Sales",11,3,"Marketing",1,840,3,"Female",43,3,3,"Sales Executive",4,"Married",7654,5860,1,TRUE,FALSE,18,3,1,80,2,9,3,4,9,8,7,7,40,0,2.52764968198292,0,0,0,0.00551060459148695,0.00591060459148694,0.00710108078196313,0.00947481815570051,0.00947481815570051,0.0120779927588751
55,TRUE,"Travel_Rarely",436,"Sales",2,1,"Medical",1,842,3,"Male",37,3,2,"Sales Executive",4,"Single",5160,21519,4,TRUE,FALSE,16,3,3,80,0,12,3,2,9,7,7,3,43,3,6.43556510954931,0.000821018062397373,0.000821018062397373,0.000821018062397373,0.00541088375226306,0.0238819086121577,0.0294852306713621,0.0871765901270304,0.0871765901270304,0.0939110778615181
43,FALSE,"Travel_Rarely",589,"Research & Development",14,2,"Life Sciences",1,843,2,"Male",94,3,4,"Research Director",1,"Married",17159,5200,6,TRUE,FALSE,24,4,3,80,1,22,3,3,4,1,1,0,21,18,0.182314836703639,0,0,0,4e-04,4e-04,4e-04,4e-04,4e-04,4e-04
27,FALSE,"Travel_Rarely",269,"Research & Development",5,1,"Technical Degree",1,844,3,"Male",42,2,3,"Research Director",4,"Divorced",12808,8842,1,TRUE,TRUE,16,3,2,80,1,9,3,3,9,8,0,8,18,0,0.467626684075981,0,0,0,0.000714285714285714,0.000714285714285714,0.00498293278664123,0.00642022166100104,0.00642022166100104,0.0106465034052361
35,FALSE,"Travel_Rarely",950,"Research & Development",7,3,"Other",1,845,3,"Male",59,3,3,"Manufacturing Director",3,"Single",10221,18869,3,TRUE,FALSE,21,4,2,80,0,17,3,4,8,5,1,6,18,9,2.44247097848573,0,0,0,0.00481246827884759,0.00600294446932378,0.00677217523855455,0.0121482436146229,0.0121482436146229,0.0126027890691684
28,FALSE,"Travel_Rarely",760,"Sales",2,4,"Marketing",1,846,2,"Female",81,3,2,"Sales Executive",2,"Married",4779,3698,1,TRUE,TRUE,20,4,1,80,0,8,2,3,8,7,7,5,20,0,10.0883230224839,0.0286644106843189,0.0286644106843189,0.0286644106843189,0.0974080583309288,0.149790671044593,0.161670155666725,0.173985506827432,0.173985506827432,0.227254937487258
34,FALSE,"Travel_Rarely",829,"Human Resources",3,2,"Human Resources",1,847,3,"Male",88,3,1,"Human Resources",4,"Married",3737,2243,0,TRUE,FALSE,19,3,3,80,1,4,1,1,3,2,0,2,30,1,6.22055389154317,0.0105814295657622,0.0105814295657622,0.0105814295657622,0.0883991103860611,0.130394555227784,0.149280308363537,0.20738779298418,0.20738779298418,0.244300491396878
26,TRUE,"Travel_Frequently",887,"Research & Development",5,2,"Medical",1,848,3,"Female",88,2,1,"Research Scientist",3,"Married",2366,20898,1,TRUE,TRUE,14,3,1,80,1,8,2,3,8,7,1,7,18,0,10.1504792325033,0.0370950287980313,0.0370950287980313,0.0370950287980313,0.180376243616448,0.258273307411002,0.380171409008407,0.43923042760419,0.43923042760419,0.674373048871812
27,FALSE,"Non-Travel",443,"Research & Development",3,3,"Medical",1,850,4,"Male",50,3,1,"Research Scientist",4,"Married",1706,16571,1,TRUE,FALSE,11,3,3,80,3,0,6,2,0,0,0,0,27,0,2.54322304577576,0.0381053710701082,0.0381053710701082,0.0381053710701082,0.225984983470615,0.239527625039572,0.244956196468144,0.250884767896715,0.250884767896715,0.279313339325287
51,FALSE,"Travel_Rarely",1318,"Sales",26,4,"Marketing",1,851,1,"Female",66,3,4,"Manager",3,"Married",16307,5594,2,TRUE,FALSE,14,3,3,80,1,29,2,2,20,6,4,17,22,9,0.341139275740057,0,0,0,0.000434782608695652,0.000434782608695652,0.000434782608695652,0.000434782608695652,0.000434782608695652,0.000434782608695652
44,FALSE,"Travel_Rarely",625,"Research & Development",4,3,"Medical",1,852,4,"Male",50,3,2,"Healthcare Representative",2,"Single",5933,5197,9,TRUE,FALSE,12,3,4,80,0,10,2,2,5,2,2,3,34,5,2.56010605614069,0,0,0,0.00360767195767196,0.00811209297525087,0.0096954263085842,0.0173585773003662,0.0173585773003662,0.0185515597565066
25,FALSE,"Travel_Rarely",180,"Research & Development",2,1,"Medical",1,854,1,"Male",65,4,1,"Research Scientist",1,"Single",3424,21632,7,TRUE,FALSE,13,3,3,80,0,6,3,2,4,3,0,1,19,2,7.4204632142243,0.0108913181686815,0.0108913181686815,0.0108913181686815,0.0631381902333172,0.0990764272266525,0.128237792248463,0.170893495592247,0.170893495592247,0.230458403723331
33,FALSE,"Travel_Rarely",586,"Sales",1,3,"Medical",1,855,1,"Male",48,4,2,"Sales Executive",1,"Divorced",4037,21816,1,TRUE,FALSE,22,4,1,80,1,9,5,3,9,8,0,8,24,0,2.44468180820988,0.000784615384615385,0.000784615384615385,0.000784615384615385,0.0513713090876936,0.0785623456636272,0.0883986096748138,0.106111272012476,0.106111272012476,0.107777938679143
35,FALSE,"Travel_Rarely",1343,"Research & Development",27,1,"Medical",1,856,3,"Female",53,2,1,"Research Scientist",1,"Single",2559,17852,1,TRUE,FALSE,11,3,4,80,0,6,3,2,6,5,1,1,29,0,7.4204632142243,0.0292987711322417,0.0292987711322417,0.0292987711322417,0.081719457649102,0.106494419918178,0.107208705632464,0.122474939398698,0.122474939398698,0.143482265406024
36,FALSE,"Travel_Rarely",928,"Sales",1,2,"Life Sciences",1,857,2,"Male",56,3,2,"Sales Executive",4,"Married",6201,2823,1,TRUE,TRUE,14,3,4,80,1,18,1,2,18,14,4,11,18,0,8.80323345161028,0.00481498353615824,0.00481498353615824,0.00481498353615824,0.0202681446026185,0.101200403077655,0.122596596753261,0.177357924883858,0.177357924883858,0.193749542038633
32,FALSE,"Travel_Rarely",117,"Sales",13,4,"Life Sciences",1,859,2,"Male",73,3,2,"Sales Executive",4,"Divorced",4403,9250,2,TRUE,FALSE,11,3,3,80,1,8,3,2,5,2,0,3,24,3,2.44468180820988,0,0,0,0.00986102200397529,0.0202519829309202,0.0260485791645874,0.0342546786206868,0.0342546786206868,0.0358102341762424
30,FALSE,"Travel_Frequently",1012,"Research & Development",5,4,"Life Sciences",1,861,2,"Male",75,2,1,"Research Scientist",4,"Divorced",3761,2373,9,TRUE,FALSE,12,3,2,80,1,10,3,2,5,4,0,3,20,5,2.81881561595687,0.000344827586206897,0.000344827586206897,0.000344827586206897,0.00359808801338037,0.0142765897366761,0.0149015897366761,0.0159834610817054,0.0159834610817054,0.02058663568488
53,FALSE,"Travel_Rarely",661,"Sales",7,2,"Marketing",1,862,1,"Female",78,2,3,"Sales Executive",4,"Married",10934,20715,7,TRUE,TRUE,18,3,4,80,1,35,3,3,5,2,0,4,18,30,8.80323345161028,0.00754177842854313,0.00754177842854313,0.00754177842854313,0.030600429756376,0.0934423751630879,0.123331029594312,0.154471256318053,0.154471256318053,0.176740240988353
45,FALSE,"Travel_Rarely",930,"Sales",9,3,"Marketing",1,864,4,"Male",74,3,3,"Sales Executive",1,"Divorced",10761,19239,4,TRUE,TRUE,12,3,3,80,1,18,2,3,5,4,0,2,27,13,7.42969380975505,0.00244627686156922,0.00244627686156922,0.00244627686156922,0.00400605947026487,0.0139478628359813,0.060970526880307,0.0775716644555091,0.0775716644555091,0.0822545648884095
32,FALSE,"Travel_Rarely",638,"Research & Development",8,2,"Medical",1,865,3,"Female",91,4,2,"Research Scientist",3,"Married",5175,22162,5,TRUE,FALSE,12,3,3,80,1,9,3,2,5,3,1,3,23,4,3.33993466752718,0,0,0,0.00170401337792642,0.0031255820053774,0.0031255820053774,0.00834564599935444,0.00834564599935444,0.0126075507612592
37,FALSE,"Travel_Rarely",342,"Sales",16,4,"Marketing",1,868,4,"Male",66,2,2,"Sales Executive",3,"Divorced",6334,24558,4,TRUE,FALSE,19,3,4,80,2,9,2,3,1,0,0,0,28,8,2.13326879250517,0,0,0,0.000910973084886128,0.00181097308488613,0.0022871635610766,0.00326802480509574,0.00326802480509574,0.0101050766421476
28,FALSE,"Travel_Rarely",1169,"Human Resources",8,2,"Medical",1,869,2,"Male",63,2,1,"Human Resources",4,"Divorced",4936,23965,1,TRUE,FALSE,13,3,4,80,1,6,6,3,5,1,0,4,22,1,5.24998127055146,0.000344827586206897,0.000344827586206897,0.000344827586206897,0.0139374277964542,0.041581468231274,0.0491537796917433,0.0577611949373165,0.0577611949373165,0.0959724281485497
22,FALSE,"Travel_Rarely",1230,"Research & Development",1,2,"Life Sciences",1,872,4,"Male",33,2,2,"Manufacturing Director",4,"Married",4775,19146,6,TRUE,FALSE,22,4,1,80,2,4,2,1,2,2,2,2,18,2,0.959311402639871,0,0,0,0.0104779051208584,0.0160062942755634,0.0255063855436079,0.0348757939130163,0.0348757939130163,0.0687811801934026
44,FALSE,"Travel_Rarely",986,"Research & Development",8,4,"Life Sciences",1,874,1,"Male",62,4,1,"Laboratory Technician",4,"Married",2818,5044,2,TRUE,TRUE,24,4,3,80,1,10,2,2,3,2,0,2,34,7,19.327521004512,0.019232955448887,0.019232955448887,0.019232955448887,0.138898746112942,0.208408172316253,0.317776037895806,0.36459999171976,0.36459999171976,0.482630086624855
42,FALSE,"Travel_Frequently",1271,"Research & Development",2,1,"Medical",1,875,2,"Male",35,3,1,"Research Scientist",4,"Single",2515,9068,5,TRUE,TRUE,14,3,4,80,0,8,2,3,2,1,2,2,34,6,22.5517159014684,0.0302728985998829,0.0302728985998829,0.0302728985998829,0.139985242130041,0.220878516829945,0.307798623812746,0.395924514262166,0.395924514262166,0.605424550173966
36,FALSE,"Travel_Rarely",1278,"Human Resources",8,3,"Life Sciences",1,878,1,"Male",77,2,1,"Human Resources",1,"Married",2342,8635,0,TRUE,FALSE,21,4,3,80,0,6,3,3,5,4,0,3,30,1,7.12862579205799,0.0148949796819338,0.0148949796819338,0.0148949796819338,0.178420801768942,0.263878193749167,0.342251187370612,0.408281536106843,0.408281536106843,0.460035504360811
25,FALSE,"Travel_Rarely",141,"Sales",3,1,"Other",1,879,3,"Male",98,3,2,"Sales Executive",1,"Married",4194,14363,1,TRUE,TRUE,18,3,4,80,0,5,3,3,5,3,0,3,20,0,10.0883230224839,0.028633317207792,0.028633317207792,0.028633317207792,0.0408067242978072,0.0615578530866833,0.06375781978665,0.0674696884735187,0.0674696884735187,0.0815481918116129
35,FALSE,"Travel_Rarely",607,"Research & Development",9,3,"Life Sciences",1,880,4,"Female",66,2,3,"Manufacturing Director",3,"Married",10685,23457,1,TRUE,TRUE,20,4,2,80,1,17,2,3,17,14,5,15,18,0,3.34106513668675,0,0,0,0.00107234081372012,0.00107234081372012,0.0123838819443015,0.0152359132250412,0.0152359132250412,0.0223753969633606
35,TRUE,"Travel_Frequently",130,"Research & Development",25,4,"Life Sciences",1,881,4,"Female",96,3,1,"Research Scientist",2,"Divorced",2022,16612,1,TRUE,TRUE,19,3,1,80,1,10,3,2,10,2,7,8,25,0,8.56673325026749,0.0418356395723315,0.0418356395723315,0.0418356395723315,0.187618430004254,0.242989362080658,0.368537402791237,0.413914644830244,0.413914644830244,0.623935471226071
32,FALSE,"Non-Travel",300,"Research & Development",1,3,"Life Sciences",1,882,4,"Male",61,3,1,"Laboratory Technician",4,"Divorced",2314,9148,0,TRUE,FALSE,12,3,2,80,1,4,2,3,3,0,0,2,28,1,5.36730500869338,0,0,0,0.0132230821087599,0.0204391403046135,0.0251058069712801,0.0251058069712801,0.0251058069712801,0.0265343783998515
25,FALSE,"Travel_Rarely",583,"Sales",4,1,"Marketing",1,885,3,"Male",87,2,2,"Sales Executive",1,"Married",4256,18154,1,TRUE,FALSE,12,3,1,80,0,5,1,4,5,2,0,3,20,0,3.31948265970658,0,0,0,0.00145833333333333,0.0135088736668611,0.0163337430406435,0.0193241428369257,0.0193241428369257,0.0199491428369257
49,FALSE,"Travel_Rarely",1418,"Research & Development",1,3,"Technical Degree",1,887,3,"Female",36,3,1,"Research Scientist",1,"Married",3580,10554,2,TRUE,FALSE,16,3,2,80,1,7,2,3,4,2,0,2,42,3,3.33993466752718,0.00101010101010101,0.00101010101010101,0.00101010101010101,0.00192107409498714,0.00663113903005207,0.00663113903005207,0.0109213437084146,0.0109213437084146,0.0186740909611619
24,FALSE,"Non-Travel",1269,"Research & Development",4,1,"Life Sciences",1,888,1,"Male",46,2,1,"Laboratory Technician",4,"Married",3162,10778,0,TRUE,FALSE,17,3,4,80,0,6,2,2,5,2,3,4,18,1,7.28793246052755,0.02236517504921,0.02236517504921,0.02236517504921,0.115766028036799,0.172059526269919,0.220385635618087,0.28991989607727,0.28991989607727,0.354459010557561
32,FALSE,"Travel_Frequently",379,"Sales",5,2,"Life Sciences",1,889,2,"Male",48,3,2,"Sales Executive",2,"Married",6524,8891,1,TRUE,FALSE,14,3,4,80,1,10,3,3,10,8,5,3,22,0,2.89663413104851,0.000555555555555556,0.000555555555555556,0.000555555555555556,0.00151010101010101,0.00585677769755708,0.0072279898187692,0.0121392452300246,0.0121392452300246,0.0121392452300246
42,FALSE,"Travel_Rarely",1265,"Research & Development",3,3,"Life Sciences",1,894,3,"Female",95,4,2,"Laboratory Technician",4,"Married",5231,23726,2,TRUE,TRUE,13,3,2,80,1,17,1,2,5,3,1,3,25,12,19.327521004512,0.00037037037037037,0.00037037037037037,0.00037037037037037,0.00303712861212861,0.0088948501176762,0.0132352844820236,0.0323070753913431,0.0323070753913431,0.0335203106854608
31,FALSE,"Travel_Rarely",1222,"Research & Development",11,4,"Life Sciences",1,895,4,"Male",48,3,1,"Research Scientist",4,"Married",2356,14871,3,TRUE,TRUE,19,3,2,80,1,8,2,3,6,4,0,2,23,2,10.1504792325033,0.0350017125303482,0.0350017125303482,0.0350017125303482,0.171378639032026,0.238786371726113,0.332619652523403,0.377248115563631,0.377248115563631,0.608462165402681
29,TRUE,"Travel_Rarely",341,"Sales",1,3,"Medical",1,896,2,"Female",48,2,1,"Sales Representative",3,"Divorced",2800,23522,6,TRUE,TRUE,19,3,3,80,3,5,3,3,3,2,0,2,24,2,25.5425877643057,0.0189551155124991,0.0189551155124991,0.0189551155124991,0.172194686125979,0.241287174539362,0.488344296940525,0.523937370533598,0.523937370533598,0.704924466770695
53,FALSE,"Travel_Rarely",868,"Sales",8,3,"Marketing",1,897,1,"Male",73,3,4,"Sales Executive",4,"Married",11836,22789,5,TRUE,FALSE,14,3,3,80,1,28,3,3,2,0,2,2,25,26,2.89663413104851,0.000740740740740741,0.000740740740740741,0.000740740740740741,0.0152151583973171,0.0226417284456263,0.0280739628778607,0.0536139338145035,0.0536139338145035,0.0555212019849295
35,FALSE,"Travel_Rarely",672,"Research & Development",25,3,"Technical Degree",1,899,4,"Male",78,2,3,"Manufacturing Director",2,"Married",10903,9129,3,TRUE,FALSE,16,3,1,80,0,16,2,3,13,10,4,8,19,3,1.25983342906273,0,0,0,0.00623804547942479,0.00807137881275812,0.00907137881275812,0.0218541048586421,0.0218541048586421,0.0218541048586421
37,FALSE,"Travel_Frequently",1231,"Sales",21,2,"Medical",1,900,3,"Female",54,3,1,"Sales Representative",4,"Married",2973,21222,5,TRUE,FALSE,15,3,2,80,1,10,3,3,5,4,0,0,27,5,13.0779942822721,0.00376963980131147,0.00376963980131147,0.00376963980131147,0.0410287756371333,0.0764973305686139,0.148143323464607,0.258629992626199,0.258629992626199,0.334181579927786
53,FALSE,"Travel_Rarely",102,"Research & Development",23,4,"Life Sciences",1,901,4,"Female",72,3,4,"Research Director",4,"Single",14275,20206,6,TRUE,FALSE,18,3,3,80,0,33,0,3,12,9,3,8,20,21,0.405055988765281,0,0,0,0.000588235294117647,0.000588235294117647,0.000588235294117647,0.000588235294117647,0.000588235294117647,0.000588235294117647
47,FALSE,"Travel_Rarely",249,"Sales",2,2,"Marketing",1,903,3,"Female",35,3,2,"Sales Executive",4,"Married",4537,17783,0,TRUE,TRUE,22,4,1,80,1,8,2,3,7,6,7,7,39,1,8.80323345161028,0.00582521098563054,0.00582521098563054,0.00582521098563054,0.00887506584590496,0.026438435917227,0.0428866635728715,0.0733480512631191,0.0733480512631191,0.0774406947307625
37,FALSE,"Non-Travel",1252,"Sales",19,2,"Medical",1,904,1,"Male",32,3,3,"Sales Executive",2,"Single",7642,4814,1,TRUE,TRUE,13,3,4,80,0,10,2,3,10,0,0,9,27,0,19.5584873647446,0.0443404180736943,0.0443404180736943,0.0443404180736943,0.114416780037391,0.180872423765992,0.200327789865321,0.222836273169083,0.222836273169083,0.327532062386073
50,FALSE,"Non-Travel",881,"Research & Development",2,4,"Life Sciences",1,905,1,"Male",98,3,4,"Manager",1,"Divorced",17924,4544,1,TRUE,FALSE,11,3,4,80,1,31,3,3,31,6,14,7,19,0,0.287912433444168,0,0,0,0.000889328063241107,0.000889328063241107,0.000889328063241107,0.000889328063241107,0.000889328063241107,0.000889328063241107
